Food Name,State,Type,Allergic Ingredients,Total Calories,Total Carbs,Total Fats,Total Protein,Total Sugar,Total Sodium,Vitamin Content
Beetroot Sabji,Karnataka,Veg,None,200,30,8.0,6,5,350,"Vitamin A, Vitamin C"
Kayi Chutney,Karnataka,Veg,None,100,10,9.0,3,5,200,"Vitamin C, Vitamin E"
Vegetable Sagu,Karnataka,Veg,None,280,40,12.0,8,6,500,"Vitamin A, Vitamin C"
Channa Masala,Karnataka,Veg,None,350,50,12.0,9,8,600,"Vitamin B1, Vitamin C"
Kundapura Koli Saaru,Karnataka,Non-Veg,None,550,20,40.0,20,12,850,"Vitamin B12, Vitamin C"
Masala Rice,Karnataka,Veg,None,300,55,10.0,7,6,600,"Vitamin B1, Vitamin C"
Cabbage Palya,Karnataka,Veg,None,200,25,5.0,6,4,300,"Vitamin C, Vitamin B6"
Bitter Gourd Fry,Karnataka,Veg,None,250,20,15.0,5,2,350,"Vitamin A, Vitamin C"
Rajma Curry,Karnataka,Veg,None,300,50,10.0,8,6,550,"Vitamin B1, Vitamin C"
Gongura Pachadi,Karnataka,Veg,None,150,20,5.0,8,5,300,"Vitamin C, Vitamin A"
Kadale Manchurian,Karnataka,Veg,Gluten,350,55,12.0,15,10,700,"Vitamin B1, Vitamin B2"
Mango Rice,Karnataka,Veg,None,280,50,8.0,9,7,600,"Vitamin C, Vitamin B1"
Methi Thepla,Karnataka,Veg,Gluten,300,45,10.0,8,5,550,"Vitamin A, Vitamin C"
Bhindi Masala,Karnataka,Veg,None,250,30,8.0,6,4,350,"Vitamin A, Vitamin C"
Coconut Rice,Karnataka,Veg,None,350,55,12.0,7,5,600,"Vitamin B1, Vitamin C"
Pulao,Karnataka,Veg,None,320,50,10.0,8,6,550,"Vitamin B1, Vitamin C"
Vegetable Soup,Karnataka,Veg,None,150,20,3.0,5,4,250,"Vitamin A, Vitamin C"
Rawa Upma,Karnataka,Veg,Gluten,300,45,8.0,6,4,500,"Vitamin B1, Vitamin B2"
Chole Bhature,Karnataka,Veg,Gluten,400,55,15.0,10,8,700,"Vitamin B1, Vitamin C"
Ghee Rice,Karnataka,Veg,Dairy,350,60,10.0,15,7,600,"Vitamin A, Vitamin B12"
Paratha,Karnataka,Veg,Gluten,300,55,12.0,8,5,650,"Vitamin B1, Vitamin B2"
Dosa,Karnataka,Veg,Gluten,280,50,10.0,6,4,600,"Vitamin B1, Vitamin C"
Vangibath,Karnataka,Veg,None,300,55,12.0,8,6,650,"Vitamin A, Vitamin C"
Kachori,Karnataka,Veg,Gluten,350,55,15.0,10,8,700,"Vitamin B1, Vitamin B2"
Idli,Karnataka,Veg,Gluten,200,35,4.0,3,2,400,"Vitamin B1, Vitamin C"
Lemon Rice,Karnataka,Veg,None,270,50,8.0,5,5,550,"Vitamin C, Vitamin B1"
Huli (Sambar),Karnataka,Veg,None,150,25,5.0,7,4,350,"Vitamin A, Vitamin C"
Pesarattu Dosa,Karnataka,Veg,None,280,40,12.0,7,4,500,"Vitamin B1, Vitamin C"
Curd Vada,Karnataka,Veg,Dairy,350,50,15.0,10,8,600,"Vitamin B12, Vitamin C"
Masala Puri,Karnataka,Veg,Gluten,320,55,12.0,8,6,650,"Vitamin B1, Vitamin C"
Bread Upma,Karnataka,Veg,Gluten,300,50,8.0,5,4,550,"Vitamin B1, Vitamin C"
Pithla Bhakri,Karnataka,Veg,Gluten,350,60,15.0,10,6,700,"Vitamin B1, Vitamin B2"
Kundapura Chicken Curry,Karnataka,Non-Veg,None,500,30,40.0,20,12,900,"Vitamin B12, Vitamin C"
Khara Bath,Karnataka,Veg,Gluten,250,40,8.0,5,3,450,"Vitamin B1, Vitamin B2"
Chutney,Karnataka,Veg,None,100,10,8.0,4,5,200,"Vitamin C, Vitamin E"
Mutton Biryani,Karnataka,Non-Veg,None,550,65,30.0,25,15,1000,"Vitamin B12, Vitamin C"
Vegetable Raita,Karnataka,Veg,Dairy,150,10,7.0,5,3,250,"Vitamin B12, Vitamin C"
Bhindi Fry,Karnataka,Veg,None,250,30,8.0,6,5,350,"Vitamin A, Vitamin C"
Tomato Rice,Karnataka,Veg,None,300,50,10.0,8,6,600,"Vitamin C, Vitamin B1"
Paneer Butter Masala,Karnataka,Veg,Dairy,400,40,25.0,15,12,700,"Vitamin B12, Vitamin A"
Cucumber Salad,Karnataka,Veg,None,100,10,1.0,3,2,150,"Vitamin C, Vitamin A"
Rawa Idli Sambar,Karnataka,Veg,Gluten,300,50,8.0,6,4,550,"Vitamin B1, Vitamin C"
Vegetable Stew,Karnataka,Veg,None,250,30,10.0,7,5,350,"Vitamin A, Vitamin C"
Pulao Rice,Karnataka,Veg,None,320,55,10.0,8,6,600,"Vitamin B1, Vitamin C"
Sambar Rice,Karnataka,Veg,None,350,60,12.0,8,7,700,"Vitamin B1, Vitamin C"
Kofta Curry,Karnataka,Veg,Dairy,350,40,15.0,12,8,600,"Vitamin B12, Vitamin C"
Khichdi,Karnataka,Veg,None,250,40,6.0,8,5,450,"Vitamin B1, Vitamin C"
Bisi Bele Bath with Curd,Karnataka,Veg,Dairy,350,55,10.0,8,6,600,"Vitamin B1, Vitamin B2"
Vegetable Kurma,Karnataka,Veg,None,280,40,12.0,8,6,500,"Vitamin A, Vitamin C"
Chana Sundal,Karnataka,Veg,None,220,35,6.0,5,4,300,"Vitamin B1, Vitamin C"
Vegetable Chapati,Karnataka,Veg,Gluten,350,55,12.0,8,5,650,"Vitamin B1, Vitamin B2"
Rava Kesari,Karnataka,Veg,Dairy,400,55,15.0,20,25,300,"Vitamin A, Vitamin B12"
Kashaya,Karnataka,Veg,None,50,10,0.0,5,0,50,Vitamin C
Rice and Dal,Karnataka,Veg,None,350,60,10.0,7,5,600,"Vitamin B1, Vitamin C"
Masala Khichdi,Karnataka,Veg,None,300,55,12.0,8,6,650,"Vitamin B1, Vitamin C"
Vegetable Saagu,Karnataka,Veg,None,270,35,8.0,6,4,400,"Vitamin A, Vitamin C"
Kacchi Biryani,Karnataka,Non-Veg,None,600,65,25.0,20,15,900,"Vitamin B12, Vitamin C"
Prawns Curry,Karnataka,Non-Veg,None,500,15,35.0,20,10,850,"Vitamin D, Vitamin B12"
Chicken Korma,Karnataka,Non-Veg,None,550,20,40.0,22,12,900,"Vitamin B12, Vitamin C"
Sundal,Karnataka,Veg,None,200,30,10.0,8,5,400,"Vitamin C, Vitamin B1"
Egg Curry,Karnataka,Non-Veg,None,450,10,30.0,12,8,700,"Vitamin B12, Vitamin C"
Lentil Soup,Karnataka,Veg,None,150,20,4.0,8,3,300,"Vitamin C, Vitamin B6"
Puliyodarai Rice,Karnataka,Veg,None,290,55,10.0,7,5,600,"Vitamin B1, Vitamin C"
Pesarattu Dosa,Karnataka,Veg,None,270,40,12.0,8,4,500,"Vitamin B1, Vitamin C"
Sambar Rice with Curd,Karnataka,Veg,Dairy,350,60,12.0,8,7,650,"Vitamin B12, Vitamin C"
Rice and Vegetable Curry,Karnataka,Veg,None,320,55,10.0,8,6,600,"Vitamin A, Vitamin C"
Chana Dal Curry,Karnataka,Veg,None,300,50,12.0,8,6,600,"Vitamin B1, Vitamin C"
Corn Salad,Karnataka,Veg,None,150,25,2.0,6,3,250,"Vitamin C, Vitamin A"
Vegetable and Rice Soup,Karnataka,Veg,None,200,30,5.0,7,4,300,"Vitamin A, Vitamin C"
Dal Rice,Karnataka,Veg,None,350,55,10.0,8,6,600,"Vitamin B1, Vitamin C"
Vegetable Pilaf,Karnataka,Veg,None,320,60,10.0,8,6,600,"Vitamin B1, Vitamin C"
Aloo Palak,Karnataka,Veg,None,250,30,8.0,5,4,350,"Vitamin A, Vitamin C"
Bhindi Curry,Karnataka,Veg,None,270,35,8.0,7,5,400,"Vitamin A, Vitamin C"
Methi Paratha,Karnataka,Veg,Gluten,300,55,10.0,8,6,650,"Vitamin A, Vitamin C"
Mixed Vegetable Curry,Karnataka,Veg,None,280,40,10.0,8,6,500,"Vitamin A, Vitamin C"
Curd Rice with Pickle,Karnataka,Veg,Dairy,350,55,10.0,6,8,600,"Vitamin B12, Vitamin C"
Paneer Tikka,Karnataka,Veg,Dairy,400,15,30.0,10,12,700,"Vitamin B12, Vitamin A"
Pulao with Curd,Karnataka,Veg,Dairy,350,60,12.0,15,8,650,"Vitamin B12, Vitamin C"
Vegetable Kabab,Karnataka,Veg,None,250,35,10.0,8,4,400,"Vitamin A, Vitamin C"
Egg Biryani,Karnataka,Non-Veg,None,550,65,25.0,20,12,900,"Vitamin B12, Vitamin C"
Vegetable Uthappam,Karnataka,Veg,Gluten,300,50,12.0,8,6,650,"Vitamin B1, Vitamin C"
Tomato Chutney,Karnataka,Veg,None,100,15,2.0,7,3,200,"Vitamin C, Vitamin A"
Masala Egg Curry,Karnataka,Non-Veg,None,450,15,30.0,14,10,750,"Vitamin B12, Vitamin C"
Dal Tadka,Karnataka,Veg,None,300,55,10.0,7,6,600,"Vitamin B1, Vitamin C"
Kadai Paneer,Karnataka,Veg,Dairy,400,25,30.0,15,10,700,"Vitamin B12, Vitamin A"
Vegetable Quesadilla,Karnataka,Veg,Dairy,350,40,15.0,10,12,600,"Vitamin B12, Vitamin C"
Vegetable Soup with Noodles,Karnataka,Veg,Gluten,250,35,8.0,6,4,400,"Vitamin A, Vitamin C"
Chicken Stew,Karnataka,Non-Veg,None,500,20,35.0,20,10,850,"Vitamin B12, Vitamin C"
Litti Chokha,Jharkhand,Veg,None,450,65,18.0,10,8,550,"Vitamin A, C"
Thekua,Jharkhand,Veg,Gluten,300,45,12.0,20,15,300,"Vitamin A, B"
Dal Pitha,Jharkhand,Veg,None,400,50,15.0,10,5,600,"Vitamin B, C"
Chana Sattu,Jharkhand,Vegan,None,250,40,5.0,12,3,200,Vitamin B
Khar,Jharkhand,Veg,None,150,20,7.0,5,2,300,Vitamin C
Rugda,Jharkhand,Veg,None,350,55,10.0,8,4,450,"Vitamin B, C"
Kachori,Jharkhand,Veg,Gluten,400,50,20.0,8,6,700,Vitamin A
Pakhala Bhata,Jharkhand,Veg,None,200,35,2.0,4,1,150,Vitamin B
Murgi Curry,Jharkhand,Non-Veg,None,500,10,30.0,35,5,600,Vitamin B
Biryani,Jharkhand,Non-Veg,None,600,80,20.0,25,12,700,"Vitamin B, C"
Mutton Curry,Jharkhand,Non-Veg,None,550,15,35.0,30,6,650,Vitamin B
Aloo Bharta,Jharkhand,Veg,None,300,50,10.0,5,3,400,Vitamin C
Roti,Jharkhand,Veg,Gluten,150,30,2.0,5,1,200,Vitamin B
Chana Masala,Jharkhand,Veg,None,350,60,8.0,15,4,500,"Vitamin B, C"
Murgi Ka Salan,Jharkhand,Non-Veg,None,550,20,30.0,20,7,650,Vitamin B
Tandoori Chicken,Jharkhand,Non-Veg,None,400,5,25.0,10,3,500,Vitamin B
Vegetable Pulao,Jharkhand,Veg,None,450,70,15.0,10,5,600,"Vitamin B, C"
Khichdi,Jharkhand,Veg,None,350,60,10.0,12,4,500,"Vitamin B, C"
Samosa,Jharkhand,Veg,Gluten,300,45,15.0,20,10,400,Vitamin A
Tamarind Rice,Jharkhand,Veg,None,400,60,10.0,15,8,500,Vitamin C
Egg Curry,Jharkhand,Non-Veg,None,500,10,25.0,20,6,600,Vitamin B
Pulao,Jharkhand,Veg,None,450,70,15.0,12,5,600,"Vitamin B, C"
Raita,Jharkhand,Veg,Dairy,150,8,6.0,5,4,200,"Vitamin B, C"
Paneer Tikka,Jharkhand,Veg,Dairy,350,10,25.0,12,6,500,"Vitamin B, C"
Masoor Dal,Jharkhand,Veg,None,250,40,5.0,15,2,200,"Vitamin B, C"
Tandoori Roti,Jharkhand,Veg,Gluten,180,35,2.0,5,1,250,Vitamin B
Butter Chicken,Jharkhand,Non-Veg,Dairy,600,20,40.0,25,8,700,Vitamin B
Gosht Biryani,Jharkhand,Non-Veg,None,650,85,25.0,30,15,750,"Vitamin B, C"
Dalma,Jharkhand,Veg,None,350,50,10.0,12,5,400,"Vitamin B, C"
Aloo Chokha,Jharkhand,Veg,None,300,50,8.0,5,2,350,Vitamin C
Pitha,Jharkhand,Veg,None,250,45,5.0,15,10,300,Vitamin B
Chole Bhature,Jharkhand,Veg,Gluten,600,80,25.0,15,8,700,Vitamin B
Kadhi Pakora,Jharkhand,Veg,"Dairy, Gluten",400,45,20.0,12,10,600,"Vitamin B, C"
Chicken Korma,Jharkhand,Non-Veg,Dairy,550,15,35.0,20,8,650,Vitamin B
Mutton Korma,Jharkhand,Non-Veg,Dairy,600,10,40.0,25,10,700,Vitamin B
Pork Vindaloo,Jharkhand,Non-Veg,None,650,25,35.0,20,6,700,Vitamin B
Bhindi Masala,Jharkhand,Veg,None,200,15,10.0,5,3,300,"Vitamin A, C"
Baigan Bharta,Jharkhand,Veg,None,300,25,15.0,10,6,350,Vitamin C
Chana Dal,Jharkhand,Veg,None,350,55,10.0,12,4,450,Vitamin B
Samosa Chaat,Jharkhand,Veg,Gluten,400,60,20.0,15,10,500,Vitamin A
Murgi Kofta,Jharkhand,Non-Veg,None,550,20,35.0,25,7,600,Vitamin B
Fish Curry,Jharkhand,Non-Veg,None,450,10,25.0,15,5,550,Vitamin B
Pakora,Jharkhand,Veg,Gluten,300,35,15.0,12,5,450,Vitamin A
Mutton Keema,Jharkhand,Non-Veg,None,500,15,30.0,20,8,600,Vitamin B
Vegetable Curry,Jharkhand,Veg,None,350,45,12.0,10,4,400,Vitamin C
Fish Fry,Jharkhand,Non-Veg,None,400,10,25.0,15,5,500,Vitamin B
Vegetable Korma,Jharkhand,Veg,None,400,50,15.0,10,6,500,"Vitamin B, C"
Chole,Jharkhand,Veg,None,350,60,8.0,15,4,500,"Vitamin B, C"
Chicken Biryani,Jharkhand,Non-Veg,None,650,85,25.0,30,15,750,"Vitamin B, C"
Chana Chaat,Jharkhand,Veg,None,250,45,10.0,12,6,300,Vitamin C
Masala Dosa,Jharkhand,Veg,Gluten,350,55,15.0,12,5,400,Vitamin B
Pork Curry,Jharkhand,Non-Veg,None,550,25,30.0,20,8,600,Vitamin B
Vegetable Soup,Jharkhand,Veg,None,100,15,2.0,4,2,200,Vitamin C
Mutton Biryani,Jharkhand,Non-Veg,None,650,80,25.0,30,15,750,"Vitamin B, C"
Chana Madra,Himachal Pradesh,Veg,Dairy,250,35,8.0,10,6,500,"Vitamin B, C"
Siddu,Himachal Pradesh,Veg,Gluten,300,40,12.0,7,8,400,"Vitamin B, C"
Chana Dal,Himachal Pradesh,Veg,None,200,35,4.0,10,2,300,Vitamin B
Pateer,Himachal Pradesh,Veg,Dairy,350,45,15.0,12,5,450,"Vitamin A, B"
Dham,Himachal Pradesh,Veg,None,400,50,18.0,15,10,600,"Vitamin B, C"
Bhaat,Himachal Pradesh,Veg,None,220,50,5.0,7,1,300,Vitamin B
Khatta Meat,Himachal Pradesh,Non-Veg,None,500,20,25.0,30,3,700,"Vitamin B, C"
Thukpa,Himachal Pradesh,Non-Veg,None,350,40,10.0,20,6,500,"Vitamin A, C"
Kullu Trout,Himachal Pradesh,Non-Veg,None,250,5,20.0,25,1,400,"Vitamin B, D"
Pulao,Himachal Pradesh,Veg,None,300,60,10.0,8,5,400,"Vitamin B, C"
Raita,Himachal Pradesh,Veg,Dairy,150,10,5.0,6,8,200,"Vitamin A, C"
Rogan Josh,Himachal Pradesh,Non-Veg,None,450,20,30.0,25,3,600,"Vitamin B, C"
Aloo Ka Raita,Himachal Pradesh,Veg,Dairy,180,15,6.0,5,7,220,"Vitamin A, C"
Chole Bhature,Himachal Pradesh,Veg,Gluten,600,80,25.0,15,10,800,Vitamin B
Himachali Kadi,Himachal Pradesh,Veg,Dairy,220,15,7.0,8,6,250,"Vitamin B, C"
Himachali Chicken Curry,Himachal Pradesh,Non-Veg,None,500,15,30.0,35,4,650,"Vitamin B, C"
Paneer Tikka,Himachal Pradesh,Veg,Dairy,250,10,15.0,18,3,300,"Vitamin A, B"
Tandoori Chicken,Himachal Pradesh,Non-Veg,None,350,10,25.0,30,2,500,"Vitamin B, C"
Gahat Ki Dal,Himachal Pradesh,Veg,None,220,40,5.0,12,1,350,"Vitamin B, C"
Khatta,Himachal Pradesh,Veg,None,270,20,10.0,15,8,300,Vitamin C
Mutton Korma,Himachal Pradesh,Non-Veg,None,550,20,35.0,30,5,700,"Vitamin B, C"
Noodles,Himachal Pradesh,Veg,None,350,60,12.0,8,6,450,Vitamin B
Veggie Pakoras,Himachal Pradesh,Veg,Gluten,400,30,25.0,10,5,600,"Vitamin A, C"
Butter Chicken,Himachal Pradesh,Non-Veg,Dairy,500,15,30.0,35,8,700,"Vitamin B, C"
Rajma,Himachal Pradesh,Veg,None,250,40,5.0,10,2,300,"Vitamin B, C"
Cucumber Salad,Himachal Pradesh,Veg,None,80,10,1.0,2,3,120,Vitamin C
Methi Thepla,Himachal Pradesh,Veg,Gluten,300,50,10.0,8,6,400,"Vitamin A, C"
Chana Samosa,Himachal Pradesh,Veg,Gluten,250,30,12.0,8,5,350,"Vitamin B, C"
Aloo Keema,Himachal Pradesh,Non-Veg,None,400,20,20.0,25,4,600,"Vitamin B, C"
Kadha Prashad,Himachal Pradesh,Veg,Dairy,300,60,8.0,5,10,350,"Vitamin B, C"
Ginger Tea,Himachal Pradesh,Veg,None,80,5,0.0,0,0,50,Vitamin C
Bhutte Ka Kees,Himachal Pradesh,Veg,Dairy,200,30,8.0,6,9,250,"Vitamin B, C"
Masala Dosa,Himachal Pradesh,Veg,Gluten,350,50,15.0,10,5,400,"Vitamin A, B"
Himachali Rice Pudding,Himachal Pradesh,Veg,Dairy,350,60,10.0,20,15,400,"Vitamin A, C"
Egg Curry,Himachal Pradesh,Non-Veg,None,400,10,20.0,25,2,500,"Vitamin B, C"
Vegetable Soup,Himachal Pradesh,Veg,None,150,15,5.0,7,3,200,"Vitamin A, C"
Himachali Roti,Himachal Pradesh,Veg,Gluten,250,40,5.0,7,2,300,Vitamin B
Kangri Dham,Himachal Pradesh,Veg,Dairy,300,50,15.0,12,7,400,"Vitamin B, C"
Veg Pulao,Himachal Pradesh,Veg,None,350,60,8.0,10,6,450,"Vitamin B, C"
Petha,Himachal Pradesh,Veg,None,200,50,0.0,30,20,150,Vitamin C
Aloo Ki Subzi,Himachal Pradesh,Veg,None,250,35,8.0,6,4,300,"Vitamin B, C"
Paneer Butter Masala,Himachal Pradesh,Veg,Dairy,400,20,25.0,18,10,500,"Vitamin A, B"
Himachali Kachori,Himachal Pradesh,Veg,Gluten,350,50,18.0,10,8,450,Vitamin B
Kashmiri Saag,Himachal Pradesh,Veg,None,300,15,10.0,12,4,250,"Vitamin A, C"
Mutton Stew,Himachal Pradesh,Non-Veg,None,500,20,30.0,35,6,700,"Vitamin B, C"
Puri,Himachal Pradesh,Veg,Gluten,250,40,15.0,10,4,300,Vitamin B
Vegetable Biryani,Himachal Pradesh,Veg,None,400,70,12.0,10,5,500,"Vitamin B, C"
Mutton Shami Kebab,Himachal Pradesh,Non-Veg,None,400,15,20.0,30,3,600,"Vitamin B, C"
Himachali Thali,Himachal Pradesh,Veg,Dairy,600,80,25.0,15,12,800,"Vitamin A, B, C"
Chicken Momos,Himachal Pradesh,Non-Veg,None,350,30,15.0,20,5,400,"Vitamin B, C"
Channa Chaat,Himachal Pradesh,Veg,None,200,25,5.0,8,2,250,"Vitamin B, C"
Bhindi Masala,Himachal Pradesh,Veg,None,180,15,7.0,6,4,200,"Vitamin A, C"
Himachali Saag,Himachal Pradesh,Veg,None,250,20,10.0,8,5,300,"Vitamin A, C"
Mutton Kofta,Himachal Pradesh,Non-Veg,None,500,20,30.0,35,4,700,"Vitamin B, C"
Vegetable Korma,Himachal Pradesh,Veg,Dairy,400,35,15.0,12,7,450,"Vitamin A, B"
Chana Pulao,Himachal Pradesh,Veg,None,300,60,8.0,10,5,400,"Vitamin B, C"
Himachali Khichdi,Himachal Pradesh,Veg,None,350,55,10.0,12,4,450,"Vitamin B, C"
Vegetable Cutlet,Himachal Pradesh,Veg,Gluten,250,30,10.0,5,7,350,"Vitamin A, C"
Fish Curry,Himachal Pradesh,Non-Veg,None,400,10,25.0,30,4,500,"Vitamin B, D"
Himachali Chutney,Himachal Pradesh,Veg,None,100,10,2.0,4,6,150,Vitamin C
Kadhi Pakora,Himachal Pradesh,Veg,Dairy,350,30,15.0,12,10,400,"Vitamin A, B"
Ginger Lemon Tea,Himachal Pradesh,Veg,None,70,7,0.0,2,1,50,Vitamin C
Himachali Paneer Tikka,Himachal Pradesh,Veg,Dairy,300,15,20.0,18,5,350,"Vitamin A, B"
Mutton Rogan Josh,Himachal Pradesh,Non-Veg,None,550,15,35.0,30,6,700,"Vitamin B, C"
Veg Pakoras,Himachal Pradesh,Veg,Gluten,400,35,20.0,12,7,500,"Vitamin A, C"
Aloo Paratha,Himachal Pradesh,Veg,Gluten,350,50,15.0,10,5,400,Vitamin B
Vegetable Stew,Himachal Pradesh,Veg,None,200,15,7.0,6,4,250,"Vitamin A, C"
Mutton Biryani,Himachal Pradesh,Non-Veg,None,500,60,25.0,35,8,600,"Vitamin B, C"
Himachali Rajma,Himachal Pradesh,Veg,None,250,40,5.0,12,3,300,"Vitamin B, C"
Methi Paratha,Himachal Pradesh,Veg,Gluten,300,50,10.0,8,6,400,"Vitamin A, C"
Chicken Korma,Himachal Pradesh,Non-Veg,Dairy,400,20,25.0,30,4,600,"Vitamin B, C"
Gajar Halwa,Himachal Pradesh,Veg,Dairy,300,25,10.0,20,15,350,"Vitamin A, C"
Vegetable Khichdi,Himachal Pradesh,Veg,None,350,55,10.0,12,5,450,"Vitamin B, C"
Himachali Masoor Dal,Himachal Pradesh,Veg,None,220,40,5.0,10,2,350,"Vitamin B, C"
Egg Bhurji,Himachal Pradesh,Non-Veg,None,350,10,20.0,25,3,400,"Vitamin B, C"
Himachali Aloo Gobi,Himachal Pradesh,Veg,None,200,20,7.0,6,4,250,"Vitamin A, C"
Fish Fry,Himachal Pradesh,Non-Veg,None,300,15,20.0,25,2,350,"Vitamin B, D"
Bhutta,Himachal Pradesh,Veg,None,150,35,2.0,6,8,150,Vitamin C
Mutton Korma,Himachal Pradesh,Non-Veg,None,500,20,30.0,35,4,700,"Vitamin B, C"
Vegetable Pakora,Himachal Pradesh,Veg,Gluten,400,30,20.0,12,7,500,"Vitamin A, C"
Aloo Tikki,Himachal Pradesh,Veg,Gluten,250,30,12.0,6,4,350,"Vitamin B, C"
Chole Chaat,Himachal Pradesh,Veg,None,200,30,5.0,8,3,250,"Vitamin B, C"
Himachali Mutton Curry,Himachal Pradesh,Non-Veg,None,500,15,30.0,35,4,650,"Vitamin B, C"
Dum Aloo,Himachal Pradesh,Veg,None,300,40,12.0,10,6,350,"Vitamin A, C"
Pulao,Himachal Pradesh,Veg,None,350,60,12.0,8,5,400,"Vitamin B, C"
Egg Curry,Himachal Pradesh,Non-Veg,None,400,10,25.0,30,2,500,"Vitamin B, C"
Bajra Khichdi,Haryana,Veg,Gluten,320,60,10.0,12,3,500,"Vitamin A, B"
Besan Masala Roti,Haryana,Veg,Gluten,200,35,8.0,7,2,400,"Vitamin B, E"
Kachri ki Sabzi,Haryana,Veg,None,180,28,7.0,6,4,350,Vitamin C
Bajra Roti,Haryana,Vegan,Gluten,250,45,5.0,9,1,200,Vitamin B
Churma,Haryana,Veg,"Gluten, Dairy",400,50,15.0,5,20,250,Vitamin A
Dahi Bhalla,Haryana,Veg,"Dairy, Gluten",280,35,10.0,6,5,500,Vitamin B
Methi Thepla,Haryana,Veg,Gluten,300,40,12.0,8,2,450,"Vitamin A, C"
Hara Dhania Chutney,Haryana,Vegan,None,50,10,2.0,1,1,100,"Vitamin C, A"
Kadhi Pakora,Haryana,Veg,"Gluten, Dairy",400,45,18.0,10,6,600,"Vitamin B, E"
Bajre ki Khichdi,Haryana,Vegan,Gluten,300,50,8.0,11,2,450,"Vitamin B, C"
Chole Bhature,Haryana,Veg,Gluten,450,55,20.0,15,4,700,Vitamin B
Kachori,Haryana,Veg,Gluten,350,40,18.0,8,2,550,Vitamin B
Ghevar,Haryana,Veg,"Dairy, Gluten",500,60,25.0,4,40,300,"Vitamin A, E"
Paneer Pakora,Haryana,Veg,"Dairy, Gluten",350,35,20.0,12,3,450,"Vitamin B, D"
Bajre ki Roti,Haryana,Vegan,Gluten,220,38,6.0,9,1,200,Vitamin B
Dahi Aloo,Haryana,Veg,Dairy,280,40,10.0,6,4,300,"Vitamin B, C"
Sarson ka Saag,Haryana,Vegan,None,250,20,15.0,9,2,350,"Vitamin A, C"
Makai Roti,Haryana,Vegan,Gluten,200,40,5.0,7,1,150,Vitamin B
Aloo Paratha,Haryana,Veg,"Gluten, Dairy",400,60,18.0,10,4,500,"Vitamin B, D"
Dal Makhni,Haryana,Veg,Dairy,450,50,22.0,18,3,600,Vitamin B
Lassi,Haryana,Veg,Dairy,250,35,10.0,5,25,150,"Vitamin D, B"
Bajra Kheer,Haryana,Veg,Dairy,350,50,12.0,8,20,250,"Vitamin A, C"
Kadhi,Haryana,Veg,"Dairy, Gluten",300,35,10.0,8,5,400,"Vitamin B, C"
Methi Paratha,Haryana,Veg,Gluten,300,45,15.0,8,3,350,"Vitamin A, B"
Aloo Gobhi,Haryana,Veg,None,200,30,8.0,5,3,400,Vitamin C
Missi Roti,Haryana,Vegan,Gluten,230,35,7.0,9,2,250,Vitamin B
Bhalle,Haryana,Veg,"Gluten, Dairy",300,35,12.0,8,4,400,Vitamin B
Chana Dal,Haryana,Vegan,None,320,45,10.0,12,2,300,Vitamin B
Methi Gajar,Haryana,Vegan,None,180,20,7.0,5,2,150,"Vitamin A, C"
Raita,Haryana,Veg,Dairy,120,10,5.0,3,4,200,"Vitamin D, B"
Aloo Methi,Haryana,Veg,None,220,30,8.0,5,3,300,"Vitamin A, C"
Churma Ladoo,Haryana,Veg,"Gluten, Dairy",400,50,15.0,5,20,250,Vitamin A
Tinda Masala,Haryana,Vegan,None,150,20,5.0,4,2,200,"Vitamin C, A"
Rajma,Haryana,Vegan,None,350,50,10.0,15,4,450,"Vitamin B, C"
Bhindi Masala,Haryana,Vegan,None,200,25,8.0,7,3,300,"Vitamin A, B"
Pinni,Haryana,Veg,"Dairy, Nuts",450,50,20.0,8,35,300,"Vitamin E, B"
Jeera Aloo,Haryana,Vegan,None,200,30,8.0,4,2,300,Vitamin C
Besan ki Roti,Haryana,Vegan,Gluten,250,35,8.0,9,2,350,Vitamin B
Dahi Ka Raita,Haryana,Veg,Dairy,120,12,6.0,3,5,200,"Vitamin D, B"
Aloo Bhujia,Haryana,Veg,None,250,35,12.0,6,3,400,Vitamin C
Makki ki Roti,Haryana,Vegan,None,200,38,5.0,7,2,250,Vitamin B
Khichdi,Haryana,Vegan,None,300,50,8.0,11,2,450,Vitamin B
Moong Dal Halwa,Haryana,Veg,Dairy,450,60,20.0,8,30,400,"Vitamin A, B"
Tamatar Chutney,Haryana,Vegan,None,60,8,3.0,1,4,150,"Vitamin C, A"
Kadhi Chawal,Haryana,Veg,"Gluten, Dairy",350,50,15.0,10,5,500,"Vitamin B, D"
Chana Masala,Haryana,Vegan,None,300,45,12.0,10,3,450,Vitamin B
Baigan Bharta,Haryana,Vegan,None,180,20,7.0,5,2,300,"Vitamin A, C"
Masala Chaach,Haryana,Veg,Dairy,100,10,5.0,2,6,200,"Vitamin D, B"
Biryani,Haryana,Non-Veg,None,500,60,20.0,15,5,700,"Vitamin B, C"
Aloo Methi Paratha,Haryana,Veg,Gluten,350,50,15.0,10,3,400,"Vitamin A, B"
Gond ke Laddu,Haryana,Veg,"Dairy, Nuts",400,50,20.0,12,25,300,"Vitamin A, E"
Gur Chana,Haryana,Vegan,None,200,30,8.0,6,4,150,"Vitamin B, C"
Kachri ki Chutney,Haryana,Vegan,None,50,10,1.0,1,1,100,Vitamin C
